Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Utilization_Ratio,Total_Trans_Amt,Total_Trans_Ct,avg_spend,Education_Level,Card_Category
35.0,3,3.0,13435.0,0,0.0,3575.0,56.0,63.839285714285715,Uneducated,Blue
36.0,6,1.0,34516.0,2038,0.059,4067.0,75.0,54.22666666666667,Doctorate,Silver
47.0,5,3.0,2495.0,2061,0.826,4399.0,70.0,62.84285714285714,Doctorate,Blue
26.0,3,2.0,1438.3,0,0.0,2264.0,39.0,58.05128205128205,Unknown,Blue
43.0,3,2.0,2846.0,0,0.0,2122.0,44.0,48.22727272727273,College,Blue
32.0,6,3.0,1438.3,170,0.118,2527.0,45.0,56.15555555555556,Uneducated,Blue
36.0,4,3.0,1734.0,987,0.569,4727.0,67.0,70.55223880597015,Graduate,Blue
37.0,6,3.0,2646.0,872,0.33,4246.0,80.0,53.075,Uneducated,Blue
34.0,3,1.0,3256.0,1013,0.311,5079.0,81.0,62.7037037037037,College,Blue
41.0,3,1.0,7184.0,1207,0.168,3244.0,58.0,55.93103448275862,College,Blue
52.0,6,1.0,9065.0,641,0.071,4693.0,83.0,56.54216867469879,Uneducated,Blue
50.0,2,1.0,3682.0,2517,0.684,1642.0,35.0,46.91428571428571,Uneducated,Blue
34.0,4,2.0,5056.0,0,0.0,4428.0,78.0,56.76923076923077,High School,Blue
35.0,5,3.0,21696.0,1036,0.048,3354.0,76.0,44.13157894736842,Uneducated,Blue
39.0,5,3.0,2992.0,1845,0.617,4339.0,84.0,51.654761904761905,High School,Blue
26.0,5,2.0,1934.0,985,0.509,4019.0,78.0,51.52564102564103,Doctorate,Blue
44.0,3,1.0,9673.0,0,0.0,3541.0,87.0,40.701149425287355,Uneducated,Blue
41.0,3,1.0,3224.0,2111,0.655,3707.0,74.0,50.0945945945946,College,Blue
22.0,3,2.0,1556.0,0,0.0,2283.0,46.0,49.630434782608695,High School,Blue
16.0,6,1.0,2221.0,1814,0.817,4758.0,64.0,74.34375,College,Blue
31.0,4,2.0,1593.0,1091,0.685,4136.0,67.0,61.73134328358209,High School,Blue
33.0,5,2.0,1438.3,0,0.0,3932.0,62.0,63.41935483870968,Unknown,Blue
32.0,3,3.0,3302.0,1980,0.6,3899.0,65.0,59.98461538461538,Graduate,Blue
47.0,5,4.0,2687.0,1689,0.629,2370.0,34.0,69.70588235294117,High School,Blue
36.0,3,3.0,2033.0,228,0.112,2572.0,43.0,59.81395348837209,Unknown,Blue
35.0,3,3.0,10873.0,1514,0.139,5089.0,82.0,62.0609756097561,Graduate,Blue
30.0,4,2.0,10136.0,0,0.0,4429.0,78.0,56.782051282051285,High School,Blue
29.0,3,2.0,30997.0,2330,0.075,3821.0,81.0,47.17283950617284,Uneducated,Blue
32.0,5,3.0,1438.3,0,0.0,2585.0,45.0,57.44444444444444,Unknown,Blue
37.0,3,3.0,3034.0,468,0.154,4172.0,66.0,63.21212121212121,Graduate,Blue
40.0,4,2.0,1438.3,0,0.0,4692.0,91.0,51.56043956043956,Unknown,Blue
43.0,5,3.0,2222.0,1398,0.629,3960.0,79.0,50.12658227848101,Doctorate,Blue
36.0,2,2.0,2440.0,1002,0.411,1533.0,42.0,36.5,Unknown,Blue
48.0,3,2.0,9723.0,1307,0.134,4043.0,76.0,53.19736842105263,College,Blue
55.0,4,1.0,2346.0,2150,0.9132300000000001,4592.0,90.0,51.022222222222226,Graduate,Blue
36.0,4,3.0,17655.0,0,0.0,3692.0,79.0,46.734177215189874,High School,Blue
19.0,6,1.0,1644.0,0,0.0,2533.0,44.0,57.56818181818182,Uneducated,Blue
36.0,4,3.0,3828.0,0,0.0,4470.0,58.0,77.06896551724138,Graduate,Blue
36.0,6,2.0,2182.0,1722,0.789,5377.0,86.0,62.52325581395349,Uneducated,Blue
36.0,5,2.0,4045.0,0,0.0,2438.0,41.0,59.46341463414634,Post-Graduate,Blue
54.0,5,1.0,9383.0,829,0.088,5783.0,73.0,79.21917808219177,Unknown,Blue
23.0,4,2.0,1443.0,0,0.0,2092.0,38.0,55.05263157894737,Uneducated,Blue
39.0,3,2.0,2847.0,2082,0.731,3672.0,59.0,62.23728813559322,Graduate,Blue
36.0,3,3.0,10700.0,1346,0.126,4054.0,68.0,59.61764705882353,Post-Graduate,Blue
36.0,4,3.0,7939.0,0,0.0,2269.0,42.0,54.023809523809526,High School,Blue
53.0,3,3.0,6960.0,1536,0.221,3112.0,79.0,39.392405063291136,Unknown,Blue
27.0,3,1.0,1480.0,1017,0.687,5245.0,80.0,65.5625,Graduate,Blue
43.0,6,3.0,5774.0,1519,0.263,4444.0,70.0,63.48571428571429,Unknown,Blue
31.0,6,3.0,2069.0,839,0.406,4117.0,70.0,58.81428571428572,Unknown,Blue
47.0,6,1.0,3022.0,1627,0.538,4390.0,82.0,53.53658536585366,Uneducated,Blue
40.0,4,3.0,3888.0,2517,0.647,4377.0,88.0,49.73863636363637,Unknown,Blue
36.0,6,2.0,7901.0,1184,0.15,3667.0,66.0,55.56060606060606,Uneducated,Blue
53.0,6,3.0,7362.0,1907,0.259,4065.0,65.0,62.53846153846154,College,Blue
39.0,1,3.0,12972.0,1424,0.11,2238.0,36.0,62.166666666666664,Doctorate,Blue
37.0,3,1.0,17785.0,1259,0.071,3890.0,72.0,54.02777777777778,Graduate,Blue
36.0,4,2.0,9097.0,1656,0.182,4174.0,85.0,49.10588235294118,Graduate,Blue
36.0,5,2.0,8109.0,0,0.0,1835.0,43.0,42.674418604651166,Graduate,Blue
30.0,3,2.0,3549.0,0,0.0,3921.0,63.0,62.23809523809524,Uneducated,Blue
39.0,5,3.0,1438.3,0,0.0,2492.0,35.0,71.2,Graduate,Blue
36.0,4,2.0,2778.0,743,0.267,4515.0,74.0,61.013513513513516,Doctorate,Blue
42.0,3,5.0,2474.0,1539,0.622,4884.0,80.0,61.05,High School,Blue
38.0,1,2.0,11025.0,0,0.0,1902.0,28.0,67.92857142857143,Graduate,Blue
28.0,5,5.0,30357.0,1255,0.041,4435.0,68.0,65.22058823529412,Graduate,Blue
36.0,3,3.0,8777.0,2517,0.287,4551.0,83.0,54.83132530120482,High School,Blue
36.0,3,3.0,2575.0,411,0.16,2423.0,43.0,56.348837209302324,Unknown,Blue
39.0,5,2.0,3003.0,1454,0.484,4378.0,96.0,45.604166666666664,Graduate,Blue
36.0,3,2.0,2516.0,2312,0.9132300000000001,2321.0,36.0,64.47222222222223,Uneducated,Blue
43.0,5,3.0,11862.0,0,0.0,4101.0,88.0,46.60227272727273,College,Blue
45.0,5,3.0,1952.0,1411,0.723,2452.0,44.0,55.72727272727273,Doctorate,Blue
36.0,3,2.0,2370.0,2031,0.857,4000.0,79.0,50.63291139240506,Uneducated,Blue
36.0,4,3.0,5062.0,1659,0.328,4243.0,102.0,41.59803921568628,Graduate,Blue
45.0,3,3.0,2918.0,2049,0.702,3818.0,61.0,62.59016393442623,High School,Blue
36.0,5,1.0,3666.0,1739,0.474,4735.0,84.0,56.36904761904762,High School,Blue
41.0,3,3.0,1438.3,0,0.0,1587.0,42.0,37.785714285714285,High School,Blue
29.0,6,3.0,1545.0,751,0.486,4477.0,62.0,72.20967741935483,High School,Blue
38.0,6,2.0,1438.3,604,0.42,4469.0,85.0,52.576470588235296,Graduate,Blue
37.0,4,3.0,4112.0,1128,0.274,4446.0,75.0,59.28,Post-Graduate,Blue
38.0,5,2.0,5481.0,0,0.0,3380.0,73.0,46.3013698630137,Graduate,Blue
27.0,6,2.0,9026.0,2312,0.256,2229.0,37.0,60.24324324324324,Unknown,Blue
43.0,5,2.0,1761.0,1249,0.709,4410.0,73.0,60.41095890410959,Unknown,Blue
46.0,6,4.0,1970.0,1477,0.75,2493.0,44.0,56.65909090909091,Doctorate,Blue
41.0,6,3.0,1438.3,0,0.0,4200.0,86.0,48.83720930232558,High School,Blue
36.0,5,2.0,2801.0,2467,0.881,4926.0,90.0,54.733333333333334,Graduate,Blue
36.0,6,3.0,28292.0,0,0.0,3948.0,60.0,65.8,Graduate,Blue
31.0,3,3.0,2933.0,1011,0.345,5089.0,71.0,71.67605633802818,College,Blue
43.0,4,3.0,2961.0,2048,0.692,4056.0,92.0,44.08695652173913,High School,Blue
39.0,3,3.0,4173.0,1771,0.424,2554.0,47.0,54.340425531914896,Graduate,Blue
29.0,6,2.0,2895.0,0,0.0,2473.0,42.0,58.88095238095238,Unknown,Blue
34.0,3,1.0,6904.0,1148,0.166,3485.0,84.0,41.48809523809524,Uneducated,Blue
37.0,5,2.0,2541.0,1398,0.55,4698.0,88.0,53.38636363636363,Unknown,Blue
19.0,6,1.0,7531.0,0,0.0,3833.0,71.0,53.985915492957744,Graduate,Blue
25.0,3,2.0,3101.0,0,0.0,2512.0,37.0,67.89189189189189,Graduate,Blue
22.0,4,2.0,3372.0,2517,0.746,4209.0,72.0,58.458333333333336,College,Blue
48.0,3,2.0,5299.0,578,0.109,4509.0,79.0,57.075949367088604,Uneducated,Blue
35.0,3,1.0,2138.0,1283,0.6,4785.0,85.0,56.294117647058826,Graduate,Blue
35.0,4,3.0,3585.0,0,0.0,4806.0,81.0,59.333333333333336,College,Blue
39.0,4,3.0,13509.0,2060,0.152,3702.0,64.0,57.84375,Unknown,Blue
36.0,5,3.0,1623.0,729,0.449,4423.0,65.0,68.04615384615384,Uneducated,Blue
43.0,4,1.0,2866.0,921,0.321,4615.0,72.0,64.09722222222223,Uneducated,Blue
31.0,4,2.0,2016.0,978,0.485,4379.0,78.0,56.14102564102564,Graduate,Blue
36.0,6,3.0,2325.0,238,0.102,2306.0,47.0,49.06382978723404,Unknown,Blue
39.0,4,3.0,1773.0,1539,0.868,4087.0,74.0,55.229729729729726,Uneducated,Blue
32.0,3,1.0,2314.0,1547,0.669,4678.0,74.0,63.21621621621622,Graduate,Blue
28.0,3,2.0,18229.0,0,0.0,2060.0,39.0,52.82051282051282,Doctorate,Blue
40.0,3,4.0,2827.0,1182,0.418,4583.0,72.0,63.65277777777778,Uneducated,Blue
30.0,4,2.0,2351.0,2127,0.905,4278.0,71.0,60.25352112676056,Graduate,Blue
36.0,6,1.0,4202.0,2201,0.524,4385.0,78.0,56.217948717948715,Graduate,Blue
36.0,4,3.0,2611.0,787,0.301,2955.0,56.0,52.767857142857146,Uneducated,Blue
36.0,4,2.0,5245.0,802,0.153,3648.0,74.0,49.2972972972973,High School,Blue
27.0,6,2.0,2583.0,0,0.0,4162.0,87.0,47.839080459770116,High School,Blue
36.0,6,1.0,4928.0,1805,0.366,4767.0,90.0,52.96666666666667,Graduate,Blue
31.0,6,3.0,1702.0,1018,0.598,4301.0,86.0,50.01162790697674,Doctorate,Blue
35.0,4,1.0,1438.3,0,0.0,4348.0,79.0,55.037974683544306,Unknown,Blue
29.0,5,3.0,2863.0,1940,0.678,4985.0,90.0,55.388888888888886,Unknown,Blue
36.0,6,1.0,2677.0,2517,0.9132300000000001,3911.0,76.0,51.46052631578947,Unknown,Blue
31.0,4,2.0,1738.0,0,0.0,4220.0,68.0,62.05882352941177,Doctorate,Blue
36.0,4,1.0,1640.0,999,0.609,4597.0,77.0,59.701298701298704,High School,Blue
35.0,6,2.0,10600.0,598,0.056,4586.0,81.0,56.617283950617285,College,Blue
39.0,2,3.0,20769.0,901,0.043,1835.0,43.0,42.674418604651166,Post-Graduate,Blue
45.0,4,3.0,2420.0,2379,0.9132300000000001,4348.0,86.0,50.55813953488372,Graduate,Blue
34.0,5,2.0,2718.0,1718,0.632,4423.0,68.0,65.04411764705883,Doctorate,Blue
27.0,4,2.0,1793.0,792,0.442,2374.0,40.0,59.35,High School,Blue
36.0,4,1.0,2798.0,1963,0.702,4255.0,64.0,66.484375,Unknown,Blue
35.0,6,2.0,2255.0,1769,0.784,4717.0,83.0,56.83132530120482,College,Blue
28.0,5,1.0,1744.0,0,0.0,4811.0,86.0,55.94186046511628,High School,Blue
40.0,4,3.0,1789.0,1088,0.608,4191.0,90.0,46.56666666666667,College,Blue
43.0,5,3.0,2574.0,1555,0.604,4134.0,62.0,66.6774193548387,High School,Blue
55.0,3,2.0,5441.0,812,0.149,4480.0,76.0,58.94736842105263,Unknown,Blue
32.0,3,2.0,4391.0,0,0.0,4741.0,78.0,60.782051282051285,Unknown,Blue
28.0,4,3.0,3044.0,1865,0.613,4854.0,85.0,57.10588235294118,College,Blue
34.0,3,2.0,9705.0,850,0.088,2001.0,34.0,58.85294117647059,Graduate,Blue
35.0,4,3.0,1786.0,1316,0.737,4306.0,73.0,58.986301369863014,Unknown,Blue
45.0,6,2.0,7336.0,1031,0.141,3812.0,67.0,56.8955223880597,Doctorate,Blue
25.0,4,3.0,3042.0,0,0.0,4781.0,79.0,60.51898734177215,College,Blue
36.0,4,3.0,2713.0,1990,0.734,4027.0,67.0,60.1044776119403,High School,Blue
36.0,6,1.0,2178.0,1455,0.668,5363.0,76.0,70.5657894736842,Graduate,Blue
23.0,3,3.0,1438.3,0,0.0,3995.0,82.0,48.71951219512195,High School,Blue
37.0,3,1.0,1793.0,1284,0.716,3989.0,62.0,64.33870967741936,Graduate,Blue
44.0,3,3.0,5731.0,0,0.0,4751.0,85.0,55.89411764705882,High School,Blue
40.0,4,2.0,21800.0,893,0.041,3820.0,62.0,61.61290322580645,Uneducated,Blue
33.0,6,2.0,29638.0,857,0.029,3429.0,78.0,43.96153846153846,Graduate,Blue
34.0,4,1.0,1963.0,1524,0.776,3492.0,59.0,59.186440677966104,High School,Blue
45.0,4,3.0,6943.0,600,0.086,4946.0,80.0,61.825,College,Blue
33.0,4,2.0,2392.0,1129,0.472,4309.0,86.0,50.104651162790695,High School,Blue
51.0,3,2.0,18734.0,0,0.0,2112.0,52.0,40.61538461538461,High School,Blue
36.0,6,3.0,1438.3,0,0.0,3832.0,87.0,44.04597701149425,College,Blue
30.0,5,1.0,27378.0,1893,0.069,3934.0,78.0,50.43589743589744,College,Blue
36.0,5,2.0,2594.0,1686,0.65,4503.0,67.0,67.2089552238806,Unknown,Blue
46.0,4,2.0,15011.0,2517,0.168,1821.0,36.0,50.583333333333336,Graduate,Blue
44.0,5,1.0,10721.0,0,0.0,4962.0,74.0,67.05405405405405,Unknown,Blue
48.0,5,2.0,12286.0,997,0.081,4960.0,83.0,59.75903614457831,Post-Graduate,Blue
45.0,6,3.0,1438.3,0,0.0,4670.0,82.0,56.951219512195124,High School,Blue
40.0,4,5.0,14951.0,1413,0.095,3899.0,68.0,57.338235294117645,Graduate,Blue
35.0,4,3.0,3390.0,2180,0.643,4585.0,78.0,58.782051282051285,Graduate,Blue
31.0,4,2.0,11186.0,2231,0.199,3692.0,84.0,43.95238095238095,Post-Graduate,Blue
43.0,3,3.0,1790.0,1474,0.823,2128.0,40.0,53.2,Doctorate,Blue
28.0,5,2.0,2472.0,1899,0.768,4408.0,86.0,51.25581395348837,Graduate,Blue
37.0,4,3.0,3189.0,1863,0.584,4805.0,76.0,63.223684210526315,Graduate,Blue
26.0,3,2.0,2946.0,2517,0.854,5259.0,89.0,59.08988764044944,High School,Blue
36.0,5,2.0,9314.0,1761,0.189,3696.0,80.0,46.2,Uneducated,Blue
37.0,6,2.0,3719.0,2517,0.677,2587.0,43.0,60.16279069767442,Doctorate,Blue
45.0,6,3.0,13199.0,781,0.059,1927.0,44.0,43.79545454545455,Graduate,Silver
30.0,6,3.0,3125.0,2041,0.653,4372.0,68.0,64.29411764705883,Doctorate,Blue
46.0,5,4.0,1977.0,0,0.0,2341.0,37.0,63.270270270270274,High School,Blue
24.0,6,2.0,1806.0,0,0.0,2833.0,43.0,65.88372093023256,Graduate,Blue
22.0,4,3.0,1938.0,1175,0.606,4606.0,75.0,61.413333333333334,Graduate,Blue
29.0,6,1.0,2288.0,1505,0.658,4396.0,68.0,64.6470588235294,High School,Blue
42.0,6,3.0,12882.0,1402,0.109,4407.0,84.0,52.464285714285715,Graduate,Blue
39.0,4,3.0,6348.0,798,0.126,4135.0,71.0,58.23943661971831,Unknown,Blue
36.0,5,1.0,2621.0,2486,0.9132300000000001,4955.0,78.0,63.52564102564103,Graduate,Blue
36.0,5,2.0,2990.0,1828,0.611,2265.0,41.0,55.24390243902439,Graduate,Blue
36.0,4,2.0,2836.0,1362,0.48,4192.0,90.0,46.577777777777776,Graduate,Blue
38.0,5,3.0,1605.0,1300,0.81,4495.0,67.0,67.08955223880596,Graduate,Blue
39.0,5,3.0,2501.0,0,0.0,4837.0,87.0,55.59770114942529,College,Blue
36.0,5,2.0,1438.3,1214,0.844,2445.0,39.0,62.69230769230769,College,Blue
36.0,3,1.0,4476.0,1492,0.333,4603.0,87.0,52.9080459770115,High School,Blue
34.0,5,3.0,1452.0,0,0.0,4571.0,72.0,63.486111111111114,Uneducated,Blue
20.0,3,1.0,1695.0,0,0.0,2428.0,43.0,56.46511627906977,Unknown,Blue
35.0,3,3.0,2919.0,2032,0.696,4937.0,75.0,65.82666666666667,Graduate,Blue
31.0,3,3.0,2580.0,2137,0.828,2981.0,40.0,74.525,Graduate,Blue
24.0,4,1.0,2617.0,1508,0.576,4400.0,60.0,73.33333333333333,Unknown,Blue
32.0,4,2.0,16509.0,425,0.026,1740.0,43.0,40.46511627906977,Graduate,Silver
32.0,1,2.0,7316.0,1335,0.182,1849.0,50.0,36.98,High School,Blue
36.0,3,1.0,8795.0,1318,0.15,4681.0,74.0,63.25675675675676,College,Blue
22.0,5,2.0,1695.0,761,0.449,4905.0,91.0,53.9010989010989,College,Blue
28.0,4,3.0,1438.3,599,0.416,5136.0,76.0,67.57894736842105,Graduate,Blue
50.0,5,4.0,24250.0,278,0.011,2153.0,41.0,52.51219512195122,Unknown,Blue
27.0,4,2.0,4438.0,1513,0.341,3895.0,75.0,51.93333333333333,Graduate,Blue
26.0,6,3.0,2933.0,1569,0.535,4956.0,92.0,53.869565217391305,Graduate,Blue
44.0,5,5.0,2421.0,2312,0.9132300000000001,4219.0,69.0,61.14492753623188,Graduate,Blue
24.0,4,3.0,3375.0,1730,0.513,4341.0,64.0,67.828125,Graduate,Blue
42.0,5,3.0,8856.0,1433,0.162,5072.0,77.0,65.87012987012987,Unknown,Blue
50.0,5,1.0,2475.0,0,0.0,2574.0,43.0,59.86046511627907,Uneducated,Blue
33.0,3,2.0,3942.0,1711,0.434,4622.0,71.0,65.09859154929578,High School,Blue
36.0,4,2.0,1771.0,1289,0.728,4813.0,84.0,57.29761904761905,Graduate,Blue
39.0,3,1.0,18524.0,1736,0.094,4496.0,64.0,70.25,Graduate,Silver
44.0,3,3.0,1816.0,0,0.0,2474.0,44.0,56.22727272727273,High School,Blue
35.0,3,3.0,14958.0,1644,0.11,4038.0,68.0,59.38235294117647,Graduate,Blue
25.0,4,2.0,21961.0,0,0.0,2237.0,39.0,57.35897435897436,Graduate,Blue
28.0,3,2.0,11629.0,802,0.069,3752.0,78.0,48.1025641025641,Unknown,Blue
39.0,6,2.0,2202.0,1414,0.642,4531.0,77.0,58.84415584415584,Uneducated,Blue
36.0,3,3.0,3832.0,1439,0.376,4741.0,88.0,53.875,Unknown,Blue
46.0,6,2.0,5686.0,0,0.0,4338.0,67.0,64.74626865671642,College,Blue
24.0,6,3.0,13951.0,1607,0.115,4576.0,70.0,65.37142857142857,High School,Blue
40.0,5,3.0,2634.0,1644,0.624,4190.0,71.0,59.014084507042256,Post-Graduate,Blue
27.0,4,1.0,2204.0,919,0.417,4555.0,82.0,55.548780487804876,High School,Blue
36.0,3,3.0,3068.0,0,0.0,4533.0,79.0,57.379746835443036,Unknown,Blue
48.0,4,2.0,3136.0,1103,0.352,4528.0,81.0,55.901234567901234,High School,Blue
50.0,3,5.0,7359.0,0,0.0,2869.0,43.0,66.72093023255815,Uneducated,Blue
36.0,3,3.0,5678.0,2082,0.367,5092.0,70.0,72.74285714285715,Graduate,Blue
26.0,5,3.0,4692.0,0,0.0,4281.0,69.0,62.04347826086956,College,Blue
28.0,1,2.0,5821.0,894,0.154,2011.0,42.0,47.88095238095238,Graduate,Blue
36.0,3,1.0,8294.0,696,0.084,4136.0,77.0,53.714285714285715,Unknown,Blue
36.0,4,3.0,1438.3,0,0.0,4302.0,74.0,58.13513513513514,Uneducated,Blue
38.0,4,1.0,3503.0,1572,0.449,4671.0,93.0,50.225806451612904,Graduate,Blue
39.0,4,2.0,17835.0,868,0.049,4258.0,58.0,73.41379310344827,Doctorate,Silver
36.0,6,2.0,3383.0,1458,0.431,4897.0,75.0,65.29333333333334,Uneducated,Blue
39.0,4,2.0,7128.0,1457,0.204,3534.0,70.0,50.48571428571429,Unknown,Blue
36.0,4,3.0,2514.0,2090,0.831,2603.0,53.0,49.113207547169814,Doctorate,Blue
47.0,6,2.0,2799.0,0,0.0,4116.0,88.0,46.77272727272727,Graduate,Blue
33.0,3,1.0,6223.0,2126,0.342,4518.0,79.0,57.18987341772152,Graduate,Blue
36.0,5,2.0,3258.0,2517,0.773,4960.0,77.0,64.41558441558442,Unknown,Blue
36.0,3,2.0,34516.0,1170,0.034,3785.0,64.0,59.140625,High School,Blue
43.0,5,1.0,1822.0,1114,0.611,5210.0,73.0,71.36986301369863,High School,Blue
36.0,3,2.0,3462.0,1817,0.525,4635.0,65.0,71.3076923076923,College,Blue
36.0,3,3.0,1699.0,0,0.0,5495.0,87.0,63.160919540229884,Graduate,Blue
40.0,3,4.0,13095.0,1836,0.14,1552.0,32.0,48.5,Graduate,Blue
48.0,1,4.0,5396.0,1803,0.334,2107.0,39.0,54.02564102564103,High School,Blue
38.0,4,2.0,1438.3,0,0.0,3511.0,64.0,54.859375,Unknown,Blue
46.0,5,3.0,4669.0,1913,0.41,4363.0,73.0,59.76712328767123,Graduate,Blue
49.0,4,2.0,1857.0,1528,0.823,4681.0,71.0,65.92957746478874,College,Blue
36.0,5,2.0,1936.0,1613,0.833,4773.0,80.0,59.6625,Graduate,Blue
36.0,4,1.0,1438.3,0,0.0,4155.0,62.0,67.01612903225806,Unknown,Blue
46.0,4,1.0,1438.3,0,0.0,4333.0,84.0,51.583333333333336,Graduate,Blue
48.0,5,3.0,4597.0,1316,0.286,3507.0,68.0,51.5735294117647,Unknown,Blue
23.0,5,3.0,3279.0,0,0.0,5048.0,75.0,67.30666666666667,High School,Blue
30.0,3,3.0,4068.0,0,0.0,5161.0,83.0,62.18072289156626,Graduate,Blue
36.0,5,2.0,2128.0,528,0.248,2289.0,41.0,55.829268292682926,Graduate,Blue
36.0,3,2.0,9909.0,0,0.0,1844.0,41.0,44.97560975609756,Uneducated,Blue
50.0,3,2.0,1665.0,983,0.59,4420.0,86.0,51.395348837209305,Graduate,Blue
44.0,3,3.0,24028.0,0,0.0,3531.0,73.0,48.36986301369863,Uneducated,Blue
36.0,4,3.0,1936.0,1101,0.569,4578.0,70.0,65.4,Graduate,Blue
41.0,5,2.0,8051.0,2138,0.266,4370.0,83.0,52.65060240963855,High School,Blue
24.0,3,2.0,4304.0,0,0.0,1788.0,36.0,49.666666666666664,Doctorate,Blue
39.0,4,1.0,6644.0,2082,0.313,4659.0,76.0,61.30263157894737,Graduate,Blue
36.0,3,3.0,2060.0,0,0.0,1976.0,44.0,44.90909090909091,Graduate,Blue
40.0,6,4.0,2473.0,0,0.0,2133.0,44.0,48.47727272727273,Graduate,Blue
30.0,3,2.0,8869.0,0,0.0,1935.0,40.0,48.375,Graduate,Blue
31.0,6,1.0,2639.0,0,0.0,4892.0,85.0,57.55294117647059,Graduate,Blue
40.0,3,3.0,2774.0,1362,0.491,4802.0,91.0,52.76923076923077,Graduate,Blue
42.0,3,4.0,6263.0,2517,0.402,2613.0,50.0,52.26,Uneducated,Blue
23.0,6,3.0,2317.0,1301,0.562,4161.0,71.0,58.605633802816904,Graduate,Blue
35.0,6,1.0,2141.0,1176,0.549,4317.0,64.0,67.453125,Graduate,Blue
29.0,4,1.0,2616.0,1786,0.683,5219.0,63.0,82.84126984126983,High School,Blue
25.0,3,1.0,5494.0,1356,0.247,3566.0,81.0,44.02469135802469,Graduate,Blue
36.0,3,1.0,2092.0,1499,0.717,4130.0,80.0,51.625,Uneducated,Blue
36.0,6,3.0,6606.0,2517,0.381,4493.0,68.0,66.07352941176471,High School,Blue
23.0,3,3.0,7102.0,0,0.0,4083.0,68.0,60.044117647058826,College,Blue
36.0,5,3.0,7075.0,1676,0.237,4160.0,75.0,55.46666666666667,Graduate,Blue
23.0,6,2.0,12559.0,0,0.0,4700.0,71.0,66.19718309859155,Unknown,Blue
44.0,5,1.0,3881.0,0,0.0,4177.0,66.0,63.28787878787879,High School,Blue
37.0,3,3.0,1438.3,0,0.0,4154.0,78.0,53.256410256410255,Unknown,Blue
32.0,6,3.0,3454.0,0,0.0,2826.0,39.0,72.46153846153847,High School,Blue
45.0,4,2.0,1687.0,992,0.588,4342.0,82.0,52.951219512195124,High School,Blue
40.0,3,5.0,4462.0,706,0.158,2526.0,41.0,61.609756097560975,Graduate,Blue
29.0,6,3.0,1564.0,0,0.0,5172.0,78.0,66.3076923076923,Unknown,Blue
42.0,4,3.0,2719.0,0,0.0,4172.0,65.0,64.18461538461538,High School,Blue
36.0,4,2.0,3139.0,0,0.0,4892.0,95.0,51.49473684210526,High School,Blue
34.0,2,3.0,8583.0,0,0.0,1794.0,31.0,57.87096774193548,High School,Blue
34.0,5,2.0,2996.0,2147,0.717,4724.0,66.0,71.57575757575758,Graduate,Blue
38.0,4,3.0,34516.0,1426,0.041,4814.0,71.0,67.80281690140845,Uneducated,Gold
18.0,3,3.0,2023.0,1587,0.784,4391.0,79.0,55.58227848101266,Unknown,Blue
36.0,4,1.0,1801.0,940,0.522,3797.0,74.0,51.310810810810814,Doctorate,Blue
53.0,6,3.0,2195.0,1917,0.873,4205.0,65.0,64.6923076923077,Doctorate,Blue
34.0,5,3.0,13734.0,568,0.041,4283.0,67.0,63.92537313432836,College,Blue
45.0,3,2.0,2453.0,1534,0.625,4185.0,66.0,63.40909090909091,Graduate,Blue
35.0,3,3.0,2644.0,1794,0.679,4081.0,72.0,56.68055555555556,High School,Blue
28.0,3,2.0,34516.0,825,0.024,2022.0,52.0,38.88461538461539,Graduate,Silver
36.0,3,3.0,24512.0,766,0.031,4561.0,78.0,58.47435897435897,Uneducated,Blue
34.0,1,3.0,1654.0,1474,0.891,2086.0,47.0,44.38297872340426,High School,Blue
34.0,6,3.0,2558.0,2016,0.788,3792.0,78.0,48.61538461538461,Uneducated,Blue
39.0,2,3.0,10061.0,0,0.0,2802.0,52.0,53.88461538461539,High School,Blue
36.0,4,1.0,3416.0,727,0.213,4121.0,83.0,49.65060240963855,Graduate,Blue
28.0,3,3.0,9371.0,1066,0.114,4754.0,78.0,60.94871794871795,Graduate,Blue
40.0,4,2.0,2712.0,1686,0.622,4678.0,74.0,63.21621621621622,Graduate,Blue
51.0,6,1.0,1438.3,0,0.0,4817.0,81.0,59.46913580246913,College,Blue
36.0,6,3.0,3281.0,1682,0.513,4109.0,69.0,59.55072463768116,High School,Blue
25.0,3,2.0,1438.3,0,0.0,2500.0,44.0,56.81818181818182,High School,Blue
36.0,5,1.0,2763.0,1913,0.692,4136.0,69.0,59.94202898550725,Graduate,Blue
45.0,1,3.0,2815.0,1848,0.656,2618.0,29.0,90.27586206896552,Graduate,Blue
36.0,5,3.0,9078.0,1194,0.132,4458.0,87.0,51.241379310344826,High School,Blue
38.0,3,3.0,9234.0,0,0.0,2586.0,44.0,58.77272727272727,Uneducated,Blue
46.0,6,4.0,4232.0,0,0.0,2312.0,37.0,62.486486486486484,Graduate,Blue
39.0,5,3.0,3302.0,2517,0.762,2682.0,47.0,57.06382978723404,High School,Blue
21.0,6,1.0,6376.0,1322,0.207,5192.0,70.0,74.17142857142858,Graduate,Blue
36.0,5,2.0,1457.0,0,0.0,2200.0,45.0,48.888888888888886,Graduate,Blue
